id,board,black_score,best_move
821,r5k1/pp1n1qbp/2p1b1p1/3ppnBP/2P2PP1/3P4/PP1QN1B1/2KR3R b - - 0 17,-339.0,f5d6
822,r5k1/pp1n1qbp/2pnb1P1/3pp1B1/2P2PP1/3P4/PP1QN1B1/2KR3R b - - 0 18,-341.0,h7g6
823,r5k1/pp1n1qb1/2pnb1p1/3ppPB1/2P3P1/3P4/PP1QN1B1/2KR3R b - - 0 19,-278.0,g6f5
824,r5k1/pp1n1qb1/2pnb3/3ppPB1/2P5/3P4/PP1QN1B1/2KR3R b - - 0 20,-317.0,d6f5
825,r5k1/pp1n1qb1/2p1b3/3ppnB1/2P5/3P4/PP1QN1B1/2K2R1R b - - 1 21,-311.0,d7c5
826,r5k1/pp1n2b1/2p1b1q1/3ppnB1/2P5/3P4/PP1QN1B1/1K3R1R b - - 3 22,-358.0,f5d6
827,r5k1/pp1n2b1/2p1b1q1/4pnB1/2P5/8/PP1QN1B1/1K3R1R b - - 0 23,0.0,f5e3
828,r5k1/pp1n2b1/2p1b1q1/4p1B1/2P5/4n3/PP1QN1B1/2K2R1R b - - 2 24,428.0,e3c4
829,r5k1/pp1n2b1/2p1b3/4p1q1/2P5/4n2B/PP1QN3/2K2R1R b - - 1 25,-86.0,d7c5
830,r5k1/pp1n2b1/2p5/4p1q1/2P5/4n2R/PP1QN3/2K2R2 b - - 0 26,-161.0,a8f8
831,r5k1/pp1n2b1/2p5/4p3/2P5/4nR1R/PP1QN1q1/2K5 b - - 2 27,-193.0,g2g4
832,r5k1/pp1n2b1/2p5/8/2P1p3/4R2R/PP1QN1q1/2K5 b - - 0 28,-268.0,g2f1
833,r5k1/pp4b1/2p5/2n5/2P1p3/6RR/PP1QN1q1/2K5 b - - 2 29,-183.0,g2f1
834,r5k1/pp4b1/2p5/2n5/2P1p3/6RR/PP2N3/2KQ1q2 b - - 4 30,-188.0,a8f8
835,r5k1/pp4b1/2p5/8/2P1p3/3n2RR/PPK1N3/3Q1q2 b - - 6 31,11.0,f1d1
836,r5k1/pp4b1/2p2q2/8/2P1p3/2Nn2RR/PPK5/3Q4 b - - 8 32,-177.0,d3f2
837,r5k1/pp4b1/2p2q2/7Q/2P1p3/2N3RR/PPK2n2/8 b - - 10 33,-8.0,f2h3
838,r5k1/pp4b1/2p2q2/7Q/2P1p3/2N4R/PPK5/8 b - - 0 34,-2.0,f6f2
839,r5k1/pp4bQ/2p2q2/8/2P5/2N1p2R/PPK5/8 b - - 1 35,-10.0,g8f7
840,r4k2/pp4bQ/2p2q2/8/2P5/2N1R3/PPK5/8 b - - 0 36,-5.0,a8e8
841,4Rk2/pp4bQ/2p2q2/8/2P5/2N5/PPK5/8 b - - 0 37,0.0,f8e8
842,4k3/pp4b1/2p2q2/7Q/2P5/2N5/PPK5/8 b - - 1 38,0.0,e8d7
843,8/pp1k2b1/2p2q2/Q7/2P5/2N5/PPK5/8 b - - 3 39,0.0,f6g6
844,8/pp1k2b1/2p5/Q7/2P5/1KN5/PP3q2/8 b - - 5 40,0.0,g7c3
845,8/pp1k4/2p5/8/2P5/1KQ5/PP3q2/8 b - - 0 41,0.0,f2b6
846,8/pp1k4/1qp5/8/2P5/K1Q5/PP6/8 b - - 2 42,0.0,b6a6
847,8/ppk5/1qp5/8/1PP5/K1Q5/P7/8 b - - 0 43,0.0,b6f2
848,8/ppk5/2p5/2P5/1P6/K1Q5/P4q2/8 b - - 0 44,0.0,f2f8
849,8/ppk5/2p5/2P5/1P6/K5Q1/P3q3/8 b - - 2 45,0.0,c7c8
850,2k5/pp6/2p5/2P5/1P6/K6Q/P3q3/8 b - - 4 46,0.0,c8d8
851,8/ppk4Q/2p5/2P5/1P6/K7/P3q3/8 b - - 6 47,0.0,c7c8
852,2k3Q1/pp6/2p5/2P5/1P6/K7/P3q3/8 b - - 8 48,0.0,c8d7
853,8/ppk2Q2/2p5/2P5/1P6/K7/P3q3/8 b - - 10 49,0.0,c7d8
854,2k2Q2/pp6/2p5/2P5/1P6/K7/P3q3/8 b - - 12 50,0.0,c8c7
855,8/ppk5/2pQ4/2P5/1P6/K7/P3q3/8 b - - 14 51,0.0,c7c8
856,2k2Q2/pp6/2p5/2P5/1P6/K7/P3q3/8 b - - 16 52,0.0,c8d7
857,8/ppk5/2pQ4/2P5/1P6/K7/P3q3/8 b - - 18 53,0.0,c7c8
858,2k2Q2/pp6/2p5/2P5/1P6/K7/P3q3/8 b - - 20 54,0.0,c8d7
859,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-28.0,g8f6
860,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-29.0,e7e6
861,rnbqkb1r/pp1ppppp/5n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-72.0,b7b5
862,rnbqkb1r/p2ppppp/5n2/1PpP4/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 4,-75.0,a7a6
863,rnbqkb1r/3ppppp/p4n2/1PpP4/8/5P2/PP2P1PP/RNBQKBNR b KQkq - 0 5,-21.0,a6b5
864,rnbqkb1r/3ppppp/5n2/1ppP4/4P3/5P2/PP4PP/RNBQKBNR b KQkq - 0 6,-9.0,d8a5
865,rnbqkb1r/4pppp/3p1n2/1BpP4/4P3/5P2/PP4PP/RNBQK1NR b KQkq - 0 7,-149.0,b8d7
866,rnbqkb1r/3npppp/3p4/1BpP4/P3P3/5P2/1P4PP/RNBQK1NR b KQkq - 0 8,-120.0,c8a6
867,rnbqkb1r/3npp1p/3p2p1/1BpP4/P3P3/5P2/1P2N1PP/RNBQK2R b KQkq - 1 9,-112.0,f8g7
868,rnbqk2r/3nppbp/3p2p1/1BpP4/P3P3/2N2P2/1P4PP/RNBQK2R b KQkq - 3 10,-105.0,b8a6
869,rnbq1rk1/3nppbp/3p2p1/1BpP4/P3P3/2N2P2/1P4PP/RNBQ1RK1 b - - 5 11,-117.0,b8a6
870,rn1q1rk1/3nppbp/b2p2p1/1BpP4/P3P3/N1N2P2/1P4PP/R1BQ1RK1 b - - 7 12,-130.0,a6b5
871,rn1q1rk1/3nppbp/3p2p1/1NpP4/P3P3/2N2P2/1P4PP/R1BQ1RK1 b - - 0 13,-124.0,b8a6
872,r2q1rk1/3nppbp/n2p2p1/1NpP4/P3P3/2N2P2/1P4PP/R1BQ1R1K b - - 2 14,-113.0,a6c7
873,r2q1rk1/3nppbp/3p2p1/1NpP4/Pn2P3/1PN2P2/6PP/R1BQ1R1K b - - 0 15,-99.0,f7f5
874,r2q1rk1/4ppbp/1n1p2p1/1NpP4/Pn2P3/1PN2P2/1B4PP/R2Q1R1K b - - 2 16,-134.0,f7f5
875,r2q1rk1/4p1bp/1n1p2p1/1NpP1p2/Pn2P3/1PN2P2/1B2Q1PP/R4R1K b - - 1 17,-137.0,f5e4
876,r4rk1/3qp1bp/1n1p2p1/1NpP1p2/Pn2P3/1PN2P2/1B2Q1PP/4RR1K b - - 3 18,-138.0,f5e4
877,r4rk1/3qp1bp/1n1p2p1/1NpP4/Pn2Pp2/1P3P2/1B2Q1PP/3NRR1K b - - 1 19,-239.0,a8b8
878,r4rk1/3qp2p/1n1p2pb/1NpP4/Pn2Pp2/1P3P2/1B2QNPP/4RR1K b - - 3 20,-311.0,h6g5
879,r5k1/3qpr1p/1n1p2pb/1NpP4/Pn2PpN1/1P3P2/1B2Q1PP/4RR1K b - - 5 21,-322.0,h6g7
880,r5k1/3qprbp/1n1p2p1/1NpPP3/Pn3pN1/1P3P2/1B2Q1PP/4RR1K b - - 0 22,-375.0,d6e5
881,r5k1/3qp1bp/1n1pP1p1/1NpP1r2/Pn3pN1/1P3P2/1B2Q1PP/4RR1K b - - 0 23,-518.0,d7d8
882,r2q2k1/4p1Bp/1n1pP1p1/1NpP1r2/Pn3pN1/1P3P2/4Q1PP/4RR1K b - - 0 24,-530.0,g8g7
883,r2q4/4p1kp/1n1pP1p1/1NpP1r2/Pn3pN1/1P3P2/1Q4PP/4RR1K b - - 1 25,-544.0,f5f6
884,r2q4/4p1kp/1n1pPNp1/1NpP4/Pn3p2/1P3P2/1Q4PP/4RR1K b - - 0 26,-548.0,e7f6
885,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-35.0,e7e5
886,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-40.0,b8c6
887,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-42.0,c5d4
888,rnbqkbnr/pp2pppp/3p4/8/3QP3/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 4,-13.0,b8c6
889,r1bqkbnr/pp2pppp/2np4/1B6/3QP3/5N2/PPP2PPP/RNB1K2R b KQkq - 2 5,-12.0,c8d7
890,r2qkbnr/pp1bpppp/2Bp4/8/3QP3/5N2/PPP2PPP/RNB1K2R b KQkq - 0 6,-13.0,d7c6
891,r2qkbnr/pp2pppp/2bp4/8/3QP3/2N2N2/PPP2PPP/R1B1K2R b KQkq - 1 7,-13.0,g8f6
892,r2qkb1r/pp2pppp/2bp1n2/6B1/3QP3/2N2N2/PPP2PPP/R3K2R b KQkq - 3 8,-12.0,e7e6
893,r3kb1r/pp2pppp/1Qbp1n2/6B1/4P3/2N2N2/PPP2PPP/R3K2R b KQkq - 0 9,-29.0,a7b6
894,r3kb1r/1p2pppp/1pbp1B2/8/4P3/2N2N2/PPP2PPP/R3K2R b KQkq - 0 10,-33.0,g7f6
895,r3kb1r/1p2pp1p/1pbp1p2/8/3NP3/2N5/PPP2PPP/R3K2R b KQkq - 1 11,-28.0,h8g8
896,r3kb1r/1p3p1p/1pbppp2/8/3NP3/2N5/PPP2PPP/R4RK1 b kq - 1 12,-25.0,h8g8
897,r4b1r/1p2kp1p/1pbppp2/8/3NP3/2N5/PPP2PPP/R2R2K1 b - - 3 13,-40.0,h7h5
898,r6r/1p2kp1p/1pbppp1b/8/3NP3/2NR4/PPP2PPP/R5K1 b - - 5 14,-14.0,h6f4
899,r5r1/1p2kp1p/1pbppp1b/8/3NP3/2NR4/PPP2PPP/3R2K1 b - - 7 15,-48.0,h6f4
900,r5r1/1p2kp1p/1pbppp2/8/3NPb2/3R4/PPP1NPPP/3R2K1 b - - 9 16,2.0,f4e5
901,r5r1/1p2kp1p/1p1ppp2/8/3NbN2/3R4/PPP2PPP/3R2K1 b - - 0 17,-118.0,e4d3
902,r5r1/1p2kp1p/1p1ppp2/8/3N4/3N4/PPP2PPP/3R2K1 b - - 0 18,-121.0,a8a2
903,6r1/1p2kp1p/1p1ppp2/1N6/8/3N4/rPP2PPP/3R2K1 b - - 1 19,-98.0,a2a5
904,6r1/1p2kp1p/1p1ppp2/r7/8/2NN4/1PP2PPP/3R2K1 b - - 3 20,-71.0,g8a8
905,6r1/1p2kp1p/1p2pp2/r2p4/8/2NN1P2/1PP3PP/3R2K1 b - - 0 21,-95.0,d5d4
906,2r5/1p2kp1p/1p2pp2/r2p4/8/2NN1PP1/1PP4P/3R2K1 b - - 0 22,3.0,d5d4
907,8/1p2kp1p/1p2pp2/r2p4/2r5/2NN1PP1/1PP4P/2R3K1 b - - 2 23,-59.0,e6e5
908,8/1p2kp1p/1p2p3/r2pNp2/2r5/2N2PP1/1PP4P/2R3K1 b - - 1 24,-1.0,c4c8
909,2r5/1p2kp1p/1p2p3/r2p1p2/8/2NN1PP1/1PP4P/2R3K1 b - - 3 25,1.0,d5d4
910,2r5/1p2kp1p/1p2p3/r4p2/3p4/3N1PP1/1PP1N2P/2R3K1 b - - 1 26,0.0,e6e5
911,2r5/1p2kp1p/1p6/r3pp2/3p4/3N1PP1/1PP1N1KP/2R5 b - - 1 27,0.0,f7f6
912,3r4/1p2kp1p/1p6/r3pp2/3p4/3N1PP1/1PP1N1KP/3R4 b - - 3 28,0.0,h7h5
913,3r4/1p2k2p/1p3p2/r3pp2/3p4/3N1PPK/1PP1N2P/3R4 b - - 1 29,0.0,d8a8
914,r7/1p2k2p/1p3p2/r3pp2/3p4/3N1PPK/1PP1N2P/1R6 b - - 3 30,161.0,a5a1
915,r7/1p2k2p/1p3p2/4pp2/3p4/3N1PPK/1PP1N2P/R7 b - - 0 31,151.0,a8a1
916,8/1p2k2p/1p3p2/4pp2/3p2P1/3N1P1K/1PP1N2P/r7 b - - 0 32,181.0,f5g4
917,8/1p2k2p/1p3p2/4p3/3p2P1/3N3K/1PP1N2P/r7 b - - 0 33,225.0,a1d1
918,8/1p5p/1p2kp2/4p3/3p2P1/3N2NK/1PP4P/r7 b - - 2 34,134.0,a1a4
919,8/1p5p/1p2kp2/4p3/r2pN1P1/3N3K/1PP4P/8 b - - 4 35,142.0,a4c4
920,8/1p5p/1p2kp2/4p3/2rpN1P1/7K/1PP4P/4N3 b - - 6 36,131.0,d4d3
921,8/1pr4p/1p2kp2/4p3/3pN1P1/6K1/1PP4P/4N3 b - - 8 37,61.0,b6b5
922,8/1p3r1p/1p2kp2/4p3/3pN1P1/5K2/1PP4P/4N3 b - - 10 38,25.0,f7c7
923,8/1p1r3p/1p2kp2/4p3/3pN1PP/5K2/1PP5/4N3 b - - 0 39,67.0,h7h5
924,8/1p1r3p/1p2k3/4pP2/3pN2P/5K2/1PP5/4N3 b - - 0 40,68.0,e6f5
925,8/1p1r3p/1p6/4pk2/3pN2P/3N1K2/1PP5/8 b - - 1 41,78.0,d7d8
926,8/1p1r4/1p5p/4pk1P/3pN3/3N1K2/1PP5/8 b - - 0 42,75.0,f5e6
927,3r4/1p6/1p5p/4pk1P/3pN3/5K2/1PP2N2/8 b - - 2 43,37.0,f5e6
928,5r2/1p6/1p5p/4pk1P/3pN3/8/1PP1KN2/8 b - - 4 44,94.0,f5f4
929,5r2/1p6/1p2k2p/4p2P/3pN3/2P5/1P2KN2/8 b - - 0 45,67.0,f8f5
930,8/1p6/1p2k2p/4p2P/3PNr2/8/1P2KN2/8 b - - 0 46,67.0,e5d4
931,8/1p6/1p2k2p/7P/3pNr2/1P6/4KN2/8 b - - 0 47,65.0,e6e5
932,8/1p6/1p5p/3k3P/3p1r2/1P4N1/4KN2/8 b - - 2 48,61.0,d5e6
933,8/1p6/7p/1p1k3P/3p1r2/1P1N2N1/4K3/8 b - - 1 49,32.0,f4f8
934,5r2/1p6/7p/1p1k3P/1N1p4/1P4N1/4K3/8 b - - 3 50,36.0,d5d6
935,5r2/1p6/7p/1p2k2P/3p4/1P1N2N1/4K3/8 b - - 5 51,42.0,e5d5
936,5r2/1p6/4k2p/1p5P/3pN3/1P1N4/4K3/8 b - - 7 52,43.0,f8f7
937,8/1p3r2/4k2p/1p5P/3p4/1P1N4/3NK3/8 b - - 9 53,59.0,f7e7
938,8/1p3r2/3k3p/1p5P/1N1p4/1P6/3NK3/8 b - - 11 54,66.0,f7f8
939,8/1p6/3k3p/1p3r1P/3p4/1P6/2NNK3/8 b - - 13 55,129.0,f5h5
940,8/1p6/3k3p/1p5r/3N4/1P6/3NK3/8 b - - 0 56,120.0,d6c5
941,8/1p6/7p/1pk4r/3N4/1P2K3/3N4/8 b - - 2 57,216.0,c5b4
942,8/1p6/7p/1pk5/8/1P2KN1r/3N4/8 b - - 4 58,262.0,c5b4
943,8/1p6/7p/1p6/1k2K3/1P3N1r/3N4/8 b - - 6 59,355.0,b4c3
944,8/1p6/7p/1p1K4/8/1Pk2N1r/3N4/8 b - - 8 60,415.0,b5b4
945,8/1p6/7p/2K5/1p6/1Pk2N1r/3N4/8 b - - 1 61,421.0,h3h5
946,8/1p6/7p/2K5/1p2N3/1Pk2N2/8/7r b - - 3 62,415.0,c3b3
947,8/1p6/7p/2K5/1p1NN3/1k6/8/7r b - - 1 63,456.0,b3a4
948,8/1p6/7p/1NK5/1p2N3/k7/8/7r b - - 3 64,464.0,a3a4
949,8/1p6/1K5p/1N6/kp2N3/8/8/7r b - - 5 65,461.0,b4b3
950,8/1p6/1K5p/1NN5/k7/1p6/8/7r b - - 1 66,472.0,a4b4
951,8/1p6/1K5p/1N6/1k6/1p1N4/8/7r b - - 3 67,476.0,b4c4
952,8/1p6/1K5p/1N6/2k5/1p6/1N6/7r b - - 5 68,478.0,c4d5
953,8/1p6/1K5p/3k4/8/1pN5/1N6/7r b - - 7 69,477.0,d5d4
954,8/1p6/1K5p/1N6/3k4/1p6/1N6/7r b - - 9 70,479.0,d4d5
955,8/1K6/7p/1N6/8/1p2k3/1N6/7r b - - 0 71,493.0,h6h5
956,8/1K6/8/7p/8/1pN1k3/1N6/7r b - - 1 72,546.0,h5h4
957,8/1K6/8/3N4/7p/1p2k3/1N6/7r b - - 1 73,581.0,e3d4
958,8/1K6/8/8/3k1N1p/1p6/1N6/7r b - - 3 74,680.0,h1a1
959,8/1K6/8/8/3k4/1p5p/1N2N3/7r b - - 1 75,702.0,d4e3
960,8/1K6/8/8/8/1p2k1Np/1N6/7r b - - 3 76,743.0,h1g1
961,8/1K6/8/5N2/8/1p2k2p/1N6/6r1 b - - 5 77,779.0,e3e4
962,8/1K6/3N4/8/5k2/1p5p/1N6/6r1 b - - 7 78,928.0,h3h2
963,8/8/1K1N4/8/5k2/1p6/1N5p/6r1 b - - 1 79,1108.0,h2h1q
964,8/8/3N4/2K5/5k2/1p6/1N6/6rq b - - 1 80,,h1h8
965,8/8/3N4/8/1K3k2/1p6/1N6/2r4q b - - 3 81,,h1e1
966,8/8/8/3q4/1KN2k2/1p6/1N6/2r5 b - - 5 82,,d5b7
967,8/1q6/8/2K5/2N2k2/1p6/1N6/2r5 b - - 7 83,,f4e4
968,8/1q6/3K4/8/2N1k3/1p6/1N6/2r5 b - - 9 84,,e4d4
969,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-21.0,g8f6
970,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,-15.0,d7d5
971,rnbqkb1r/pp1ppppp/2p2n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-26.0,d7d5
972,rnbqkb1r/p2ppppp/2p2n2/1P6/3P4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 4,-45.0,c6b5
973,rnb1kb1r/p2ppppp/2p2n2/qP6/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 2 5,-60.0,c6b5
974,rnb1kb1r/p2ppppp/5n2/qp2N3/3P4/2N5/PP2PPPP/R1BQKB1R b KQkq - 1 6,-9.0,b5b4
975,rnb1kb1r/p2ppppp/5n2/q3N3/Np1P4/8/PP2PPPP/R1BQKB1R b KQkq - 1 7,-11.0,e7e6
976,rnb1kb1r/p2p1ppp/4pn2/q7/NpNP4/8/PP2PPPP/R1BQKB1R b KQkq - 1 8,-3.0,a5c7
977,rnb1kb1r/p2p1ppp/4pn2/3q4/NpNP4/4P3/PP3PPP/R1BQKB1R b KQkq - 0 9,-15.0,b8c6
978,r1b1kb1r/p2p1ppp/2n1pn2/3q4/NpNP4/1P2P3/P4PPP/R1BQKB1R b KQkq - 0 10,-11.0,f8e7
979,r1b1k2r/p2pbppp/2n1pn2/3q4/NpNP4/1P2P3/PB3PPP/R2QKB1R b KQkq - 2 11,14.0,e8g8
980,r1b2rk1/p2pbppp/2n1pn2/3q4/NpNP4/1P2P3/PBQ2PPP/R3KB1R b KQ - 4 12,42.0,c8a6
981,r4rk1/pb1pbppp/2n1pn2/3q4/NpNP4/1P2P3/PBQ2PPP/2KR1B1R b - - 6 13,101.0,f8c8
982,r1r3k1/pb1pbppp/2n1pn2/3q4/NpNP4/1P2P3/PBQ2PPP/1K1R1B1R b - - 8 14,83.0,c6a5
983,r1r3k1/pb1pbppp/4pn2/n2q4/NpNP4/1P2PP2/PBQ3PP/1K1R1B1R b - - 0 15,86.0,a5c4
984,r1r3k1/pb1pbppp/4pn2/3q4/NpBP4/1P2PP2/PBQ3PP/1K1R3R b - - 0 16,141.0,d5a5
985,r1r3k1/pb1pbppp/4pn2/q7/NpBPP3/1P3P2/PBQ3PP/1K1R3R b - - 0 17,305.0,d7d5
986,r1r3k1/pb2bppp/4pn2/q2P4/NpBP4/1P3P2/PBQ3PP/1K1R3R b - - 0 18,328.0,e6d5
987,r1r3k1/pb2bppp/5n2/q1Np4/1pBP4/1P3P2/PBQ3PP/1K1R3R b - - 1 19,329.0,e7c5
988,r1r3k1/pN2bppp/5n2/q7/1ppP4/1P3P2/PBQ3PP/1K1R3R b - - 0 20,262.0,a5b5
989,r1r3k1/p3bppp/q4n2/2N5/1ppP4/1P3P2/PBQ3PP/1K1R3R b - - 2 21,227.0,e7c5
990,r1r3k1/p4ppp/q4n2/2P5/1pp5/1P3P2/PBQ3PP/1K1R3R b - - 0 22,220.0,c4c3
991,r1r3k1/p4ppp/q4n2/2P5/1p6/1Pp2P2/P1Q3PP/1KBR3R b - - 1 23,236.0,c8c5
992,r5k1/p4ppp/q4n2/2r5/1p1R4/1Pp2P2/P1Q3PP/1KB4R b - - 1 24,243.0,a8e8
993,r5k1/p4ppp/1q3n2/2r5/1p1R4/1Pp2P2/P1Q3PP/1KBR4 b - - 3 25,221.0,a8e8
994,r5k1/5ppp/1q3n2/p1r5/1p1R4/1Pp1BP2/P1Q3PP/1K1R4 b - - 1 26,294.0,c5e5
995,r5k1/2q2ppp/5n2/p1r5/1p1R1B2/1Pp2P2/P1Q3PP/1K1R4 b - - 3 27,248.0,c7b6
996,r1q3k1/5ppp/3B1n2/p1r5/1p1R4/1Pp2P2/P1Q3PP/1K1R4 b - - 5 28,227.0,c5c6
997,r1q3k1/4Bppp/2r2n2/p7/1p1R4/1Pp2P2/P1Q3PP/1K1R4 b - - 7 29,237.0,f6e8
998,r1qRn1k1/4Bppp/2r5/p7/1p6/1Pp2P2/P1Q3PP/1K1R4 b - - 9 30,260.0,c8a6
999,R3n1k1/4Bppp/q1r5/p7/1p6/1Pp2P2/P1Q3PP/1K1R4 b - - 0 31,279.0,a6a8
1000,q3n1k1/3RBppp/2r5/p7/1p6/1Pp2P2/P1Q3PP/1K6 b - - 1 32,287.0,c6e6
1001,q3n1k1/3RBppp/4r3/p7/1p6/1PpQ1P2/P5PP/1K6 b - - 3 33,489.0,a8b8
1002,4n1k1/3R1ppp/2q1r3/p5B1/1p6/1PpQ1P2/P5PP/1K6 b - - 5 34,634.0,c3c2
1003,4n1k1/3R1ppp/2q5/p5B1/1p6/1PpQ1P2/P1K3PP/4r3 b - - 7 35,409.0,c6c5
1004,4n1k1/3R1pp1/2q4p/p4QB1/1p6/1Pp2P2/P1K3PP/4r3 b - - 1 36,554.0,h6g5
1005,4n1k1/3R1pp1/6Qp/p5B1/1p6/1Pp2P2/P1K3PP/4r3 b - - 0 37,226.0,f7g6
1006,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/P1K3PP/4r3 b - - 1 38,375.0,e1e2
1007,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/P3r1PP/1K6 b - - 3 39,369.0,e8f6
1008,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/Pr4PP/K7 b - - 5 40,656.0,b2d2
1009,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/P5rP/1K6 b - - 1 41,462.0,g2b2
1010,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/Pr5P/K7 b - - 3 42,765.0,b2d2
1011,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/P6r/1K6 b - - 1 43,530.0,h2b2
1012,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/Pr6/K7 b - - 3 44,814.0,b2d2
1013,3Bn1k1/3R2p1/6pp/p7/1p6/1Pp2P2/P4r2/1K6 b - - 5 45,554.0,f2b2
1014,4n1k1/3R2p1/6p1/B6p/1p6/1Pp2P2/P4r2/1K6 b - - 0 46,497.0,h5h4
1015,4n1k1/3R2p1/6p1/8/1B5p/1Pp2P2/P4r2/1K6 b - - 0 47,622.0,f2f1
1016,4n1k1/3R2p1/6p1/8/1B5p/1P3P2/PKp2r2/8 b - - 1 48,494.0,h4h3
1017,3Rn1k1/6p1/6p1/8/1B6/1P3P1p/PKp2r2/8 b - - 1 49,600.0,f2f1
1018,4n3/3R1kp1/6p1/8/1B6/1P3P1p/PKp2r2/8 b - - 3 50,518.0,f7g8
1019,3Rn3/6p1/5kp1/8/1B6/1P3P1p/PKp2r2/8 b - - 5 51,657.0,h3h2
1020,4R3/6p1/5kp1/8/1B6/1P3P2/PKp2r1p/8 b - - 0 52,680.0,c2c1q
1021,5R2/6p1/5kp1/8/1B6/1P3P2/PKp2r2/7q b - - 1 53,702.0,f6e6
1022,4R3/6p1/4k1p1/8/1B6/1P3P2/PKp2r2/7q b - - 3 54,750.0,e6d7
1023,8/3kR1p1/6p1/8/1B6/1P3P2/PKp2r2/7q b - - 5 55,742.0,d7d8
1024,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-17.0,d7d5
1025,rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,5.0,c7c5
1026,rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-13.0,g8f6
1027,rn1qkbnr/pp2pppp/2p5/3p1b2/8/3P1NP1/PPP1PPBP/RNBQK2R b KQkq - 0 4,-18.0,g8f6
1028,rn1qkbnr/pp3ppp/2p1p3/3p1b2/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq - 1 5,-10.0,f8e7
1029,rn1qkbnr/pp3pp1/2p1p2p/3p1b2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 b kq - 1 6,1.0,g8f6
1030,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/8/3P1NP1/PPPNPPBP/R1B1QRK1 b kq - 3 7,20.0,f8e7
1031,rn1qk2r/pp2bpp1/2p1pn1p/3p1b2/4P3/3P1NP1/PPPN1PBP/R1B1QRK1 b kq - 0 8,23.0,f5h7
1032,rn1qk2r/pp2bppb/2p1pn1p/3pP3/8/3P1NP1/PPPN1PBP/R1B1QRK1 b kq - 0 9,69.0,f6d7
1033,rn1qk2r/pp1nbppb/2p1p2p/3pP3/8/3P1NP1/PPPNQPBP/R1B2RK1 b kq - 2 10,59.0,d8c7
1034,rn1qk2r/1p1nbppb/2p1p2p/p2pP3/8/P2P1NP1/1PPNQPBP/R1B2RK1 b kq - 0 11,86.0,a5a4
1035,rn1qk2r/1p1nbppb/2p1p2p/3pP3/p7/P2P1NP1/1PPNQPBP/R1B1R1K1 b kq - 1 12,121.0,e8g8
1036,rn1q1rk1/1p1nbppb/2p1p2p/3pP3/p7/P2P1NP1/1PP1QPBP/R1B1RNK1 b - - 3 13,131.0,c6c5
1037,rn1q1rk1/1p1nbppb/4p2p/2ppP3/p6P/P2P1NP1/1PP1QPB1/R1B1RNK1 b - - 0 14,142.0,b8c6
1038,r2q1rk1/1p1nbppb/2n1p2p/2ppP3/p6P/P2P1NP1/1PP1QPBN/R1B1R1K1 b - - 2 15,164.0,b7b5
1039,r2qr1k1/1p1nbppb/2n1p2p/2ppP3/p5NP/P2P1NP1/1PP1QPB1/R1B1R1K1 b - - 4 16,142.0,h7f5
1040,r2qrbk1/1p1n1ppb/2n1p2p/2ppP2P/p5N1/P2P1NP1/1PP1QPB1/R1B1R1K1 b - - 0 17,142.0,b7b5
1041,r2qrbk1/1p1n1ppb/4p2p/2ppP2P/p2N2N1/P2P2P1/1PP1QPB1/R1B1R1K1 b - - 0 18,10.0,c5d4
